0.031,0.47107,0.00153,0.04416,0.00063
0.081,0.46897,0.00057,0.04514,0.00024
0.281,0.46466,0.00055,0.04504,0.00023
0.582,0.46512,0.00055,0.04522,0.00023
1.08,0.46714,0.00055,0.04462,0.00023
1.58,0.46829,0.00056,0.04446,0.00023
2.081,0.46748,0.00056,0.0447,0.00023
2.582,0.46566,0.00056,0.0446,0.00023
3.08,0.46507,0.00058,0.04535,0.00024
3.581,0.46434,0.00057,0.04542,0.00024
4.081,0.46405,0.00057,0.04555,0.00024
4.581,0.46316,0.00057,0.04595,0.00024
5.08,0.46557,0.00058,0.04558,0.00024
5.581,0.4643,0.00057,0.04568,0.00024
6.081,0.46607,0.00057,0.04549,0.00024
7.08,0.46588,0.00057,0.04473,0.00024
8.081,0.46702,0.00057,0.04444,0.00024
10.081,0.47091,0.00058,0.04215,0.00023
12.082,0.47022,0.00058,0.04168,0.00023
14.082,0.47082,0.00058,0.04072,0.00023
20.082,0.47203,0.00057,0.03957,0.00022
25.081,0.47437,0.00058,0.03869,0.00022
30.08,0.47533,0.00059,0.0376,0.00022
